Transaction ID #,Fech@_Registro,Nombre Cliente (RAW),Monto $$,Categoría_Producto/Tipo,Score (1-5),Notes & Comments,¿Es_Fraude?
1724.0,2020-03-12 19:00:00,Cliente_1723,110.04,Ropa,2.0,e g h m h f d t n c,0.0
1725.0,,Cliente_1724,$695.24,Libros,4.0,,0.0
1726.0,2020-03-12 21:00:00,Cliente_1725,$71.67,Libros,1.0,f b y s f d s m w d,0.0
1727.0,2020-03-12 22:00:00,Cliente_1726,514.33,Juguetes,4.0,,0.0
1728.0,2020-03-12 23:00:00,Cliente_1727,996.73,Electrónica,3.0,f r v i u g v l j x,0.0
1729.0,,Cliente_1728,815.83,Juguetes,uno,c n d b a e p k w r,0.0
1730.0,2020-03-13 01:00:00,Cliente_1729,619.07,Electrónica,4.0,t m j p w e t n d u,0.0
1731.0,2020-03-13 02:00:00,Cliente_1730,$313.19,Ropa,uno,g v t v b k e o u f,0.0
1732.0,2020-03-13 03:00:00,Cliente_1731,$627.66,Libros,3.0,d m n j o j v v x l,0.0
1733.0,2020-03-13 04:00:00,Cliente_1732,$531.77,Libros,cinco,t x j s y c n k j h,0.0
1734.0,2020-03-13 05:00:00,Cliente_1733,431.82,Ropa,2.0,h t g r l l z r p e,0.0
1735.0,2020-03-13 06:00:00,Cliente_1734,139.4,Juguetes,4.0,f k a q j l d e d w,0.0
,2020-03-13 07:00:00,Cliente_1735,887.74,Juguetes,3.0,d h d f k d v i r s,0.0
1737.0,2020-03-13 08:00:00,Cliente_1736,455.29 USD,Hogar,tres,g d r w q y n m z y,0.0
1738.0,2020-03-13 09:00:00,Cliente_1737,202.68,Electrónica,1.0,q t y d g i v c p r,0.0
1739.0,2020-03-13 10:00:00,,$374.08,Juguetes,1.0,g f i g d z z y z e,0.0
1740.0,2020-03-13 11:00:00,Cliente_1739,419.99,Ropa,2.0,j b n f g f v v g c,0.0
,2020-03-13 12:00:00,Cliente_1740,829.26,Juguetes,1.0,v w n k j s j m s x,0.0
1742.0,2020-03-13 13:00:00,Cliente_1741,736.28,Libros,4.0,o g i l p x u g u x,0.0
,2020-03-13 14:00:00,Cliente_1742,$771.61,Electrónica,cuatro,q y j g j m w k y p,0.0
1744.0,2020-03-13 15:00:00,Cliente_1743,20.92,Hogar,4.0,n z b f h c i j n x,0.0
1745.0,2020-03-13 16:00:00,,421.99,Electrónica,5.0,o y y x h c i t p i,0.0
1746.0,2020-03-13 17:00:00,Cliente_1745,486.53,Libros,cuatro,y o k v e w g l z d,0.0
,2020-03-13 18:00:00,Cliente_1746,$29.0,Libros,1.0,j s z g k y h z y q,0.0
1748.0,2020-03-13 19:00:00,Cliente_1747,267.22,Libros,uno,p g x y v h i i s b,0.0
1749.0,2020-03-13 20:00:00,Cliente_1748,762.69,Libros,4.0,o f u f y r a n r d,0.0
1750.0,2020-03-13 21:00:00,Cliente_1749,145.74,Ropa,3.0,y v x d d j o c y h,0.0
1751.0,2020-03-13 22:00:00,Cliente_1750,539.96 USD,Hogar,3.0,e j z h x l x u g v,0.0
1752.0,2020-03-13 23:00:00,Cliente_1751,$223.05,Libros,3.0,q r b m q e q v a n,
1753.0,2020-03-14 00:00:00,,$22.0,Libros,,u w v f l l p k i e,0.0
1754.0,2020-03-14 01:00:00,,248.79,Juguetes,5.0,m c x q b t s v v y,
1755.0,2020-03-14 02:00:00,Cliente_1754,$976.12,Hogar,4.0,b y j q r b a d w e,0.0
1756.0,2020-03-14 03:00:00,Cliente_1755,803.52,Electrónica,dos,d i i r y d a h z r,0.0
1757.0,2020-03-14 04:00:00,Cliente_1756,959.98,Hogar,3.0,d x t n q c z x f f,0.0
1758.0,2020-03-14 05:00:00,Cliente_1757,492.98,Hogar,4.0,q j e u e s p e s w,0.0
1759.0,2020-03-14 06:00:00,Cliente_1758,118.64 USD,Hogar,2.0,u i s z j x r f g e,
,2020-03-14 07:00:00,Cliente_1759,552.48,Libros,1.0,q u l s e n p a j m,0.0
1761.0,2020-03-14 08:00:00,Cliente_1760,$459.83,Libros,3.0,s x v u f f l n z m,0.0
1762.0,2020-03-14 09:00:00,Cliente_1761,845.91,Ropa,dos,c b z b e p u d n e,0.0
,2020-03-14 10:00:00,Cliente_1762,$107.1,Electrónica,1.0,w j c m e c q y z f,0.0
1764.0,2020-03-14 11:00:00,Cliente_1763,493.36,Juguetes,tres,z r q e c w r v l s,0.0
1765.0,2020-03-14 12:00:00,Cliente_1764,$158.55,Hogar,5.0,g w u m i t d f z f,0.0
1766.0,2020-03-14 13:00:00,Cliente_1765,331.43,Electrónica,3.0,r d y x n q t h z i,
1767.0,2020-03-14 14:00:00,Cliente_1766,739.98,Electrónica,cinco,z w o s r r w e y k,0.0
1768.0,2020-03-14 15:00:00,Cliente_1767,$481.26,Ropa,cinco,j v q z f r x g x u,0.0
1769.0,2020-03-14 16:00:00,Cliente_1768,382.13,Juguetes,cinco,m u b q n h r m c g,0.0
1770.0,2020-03-14 17:00:00,Cliente_1769,400.53,Hogar,4.0,m i w y u q i a r f,0.0
1771.0,2020-03-14 18:00:00,Cliente_1770,,Juguetes,4.0,k k b u r f v m j b,0.0
1772.0,2020-03-14 19:00:00,Cliente_1771,787.17,Ropa,5.0,s u b i o u y r j l,0.0
1773.0,2020-03-14 20:00:00,Cliente_1772,893.16,Libros,uno,s b o x i l a y c s,0.0
1774.0,2020-03-14 21:00:00,Cliente_1773,955.78,Electrónica,cinco,p f i o j e m a d g,0.0
1775.0,2020-03-14 22:00:00,Cliente_1774,789.03,Hogar,dos,l e a q q c s c h y,0.0
1776.0,2020-03-14 23:00:00,Cliente_1775,322.25,Libros,cinco,o t l y k n q k o n,0.0
1777.0,2020-03-15 00:00:00,,691.25,Ropa,4.0,f e m m c p u d q r,0.0
1778.0,,Cliente_1777,443.23,Juguetes,cuatro,,0.0
1779.0,2020-03-15 02:00:00,Cliente_1778,$262.12,Electrónica,2.0,y r x s i c c u i e,0.0
1780.0,2020-03-15 03:00:00,,842.46,Hogar,2.0,y r u q e d b d b v,0.0
1781.0,2020-03-15 04:00:00,Cliente_1780,48.04,Libros,tres,u m j z o l x m s a,0.0
1782.0,2020-03-15 05:00:00,Cliente_1781,902.74,Libros,1.0,k o k i r l k o p y,0.0
1783.0,2020-03-15 06:00:00,Cliente_1782,$466.86,Electrónica,1.0,x c v k j r a w a k,
1784.0,2020-03-15 07:00:00,Cliente_1783,640.83,Juguetes,uno,j s m a t z o q z l,0.0
1785.0,2020-03-15 08:00:00,Cliente_1784,662.76,Ropa,cuatro,c q q d s f f s p s,0.0
1786.0,2020-03-15 09:00:00,Cliente_1785,896.17,Juguetes,1.0,e j e e k f h z w p,0.0
1787.0,2020-03-15 10:00:00,Cliente_1786,640.3 USD,Juguetes,3.0,x q o o i k x k l h,0.0
1788.0,2020-03-15 11:00:00,Cliente_1787,617.79,Juguetes,3.0,i g x y t h g b x p,0.0
1789.0,2020-03-15 12:00:00,Cliente_1788,75.99,,uno,k y p t g s w h l f,0.0
1790.0,2020-03-15 13:00:00,Cliente_1789,523.22,Electrónica,2.0,w w g n r r o d b i,0.0
1791.0,2020-03-15 14:00:00,Cliente_1790,$158.67,Ropa,3.0,k p m y z r n u n w,0.0
1792.0,2020-03-15 15:00:00,Cliente_1791,740.06,Juguetes,dos,h g c a x o d r c m,0.0
1793.0,2020-03-15 16:00:00,Cliente_1792,517.1 USD,Electrónica,cuatro,,0.0
1794.0,2020-03-15 17:00:00,Cliente_1793,$683.43,Ropa,tres,w d g b h l h y d p,0.0
,2020-03-15 18:00:00,Cliente_1794,51.26 USD,Ropa,2.0,o v d t j d c t l w,0.0
1796.0,2020-03-15 19:00:00,Cliente_1795,93.94,Juguetes,1.0,w n p e p q v z o l,0.0
1797.0,2020-03-15 20:00:00,Cliente_1796,719.16,Hogar,cuatro,u x p y g j h g i k,0.0
1798.0,2020-03-15 21:00:00,Cliente_1797,,Juguetes,5.0,c f o j x h e v e r,0.0
1799.0,2020-03-15 22:00:00,Cliente_1798,80.54,Hogar,cinco,d w f l e k r a g l,0.0
1800.0,2020-03-15 23:00:00,Cliente_1799,21.99,Ropa,1.0,p n s u k v v a u z,0.0
1801.0,2020-03-16 00:00:00,,956.94 USD,Electrónica,cuatro,,0.0
1802.0,,Cliente_1801,$740.13,Libros,cuatro,r m x b g z h v b f,0.0
,2020-03-16 02:00:00,Cliente_1802,359.72,Ropa,4.0,u v y e v p h k e t,0.0
1804.0,2020-03-16 03:00:00,Cliente_1803,303.57,Electrónica,4.0,s t t f d z q g d d,0.0
,2020-03-16 04:00:00,Cliente_1804,356.21,Ropa,5.0,k z f w f f g m b r,0.0
1806.0,2020-03-16 05:00:00,,$776.91,Juguetes,2.0,r l l y a w d m p t,0.0
1807.0,2020-03-16 06:00:00,Cliente_1806,664.76,Hogar,cuatro,i x b h j b y e g p,0.0
1808.0,2020-03-16 07:00:00,Cliente_1807,193.34,Ropa,2.0,u v e a h x u b o l,0.0
1809.0,2020-03-16 08:00:00,Cliente_1808,$182.37,Electrónica,cuatro,y u v u x a l e e u,1.0
1810.0,2020-03-16 09:00:00,Cliente_1809,107.41,Juguetes,3.0,h w b v s x g w m u,0.0
1811.0,2020-03-16 10:00:00,Cliente_1810,663.7,Libros,3.0,c x q r i g c u p w,0.0
1812.0,2020-03-16 11:00:00,Cliente_1811,766.73 USD,Juguetes,3.0,y b j o n x e r q i,0.0
1813.0,2020-03-16 12:00:00,Cliente_1812,272.4,Hogar,cuatro,w b e p u p r k t h,0.0
1814.0,2020-03-16 13:00:00,Cliente_1813,30.74,Juguetes,dos,g n t y m q l u b e,0.0
,2020-03-16 14:00:00,Cliente_1814,$91.35,Libros,5.0,d c b n z b s z o u,0.0
1816.0,2020-03-16 15:00:00,Cliente_1815,$968.18,Electrónica,1.0,t b x z b w w m s u,0.0
1817.0,,,$302.49,Ropa,cinco,y p j p q g j p t x,0.0
1818.0,2020-03-16 17:00:00,Cliente_1817,,Hogar,cuatro,c c e x y t g o e a,0.0
1819.0,,Cliente_1818,628.42 USD,Libros,tres,w d c e r r g w j y,0.0
1820.0,2020-03-16 19:00:00,Cliente_1819,$388.12,Hogar,3.0,x t a o f z h l x a,0.0
1821.0,2020-03-16 20:00:00,Cliente_1820,213.63,Juguetes,2.0,n n n p i h a e w p,0.0
1822.0,2020-03-16 21:00:00,Cliente_1821,$130.17,Hogar,4.0,j n j p w e r m q x,0.0
1823.0,2020-03-16 22:00:00,Cliente_1822,618.86,Libros,cinco,k q f y p i g e x m,0.0
1824.0,2020-03-16 23:00:00,Cliente_1823,776.89,Ropa,4.0,u e j d k x j c v d,0.0
1825.0,2020-03-17 00:00:00,Cliente_1824,647.47,Ropa,4.0,r o y d h b y y t f,0.0
1826.0,2020-03-17 01:00:00,Cliente_1825,$535.0,Hogar,3.0,d i t s k l m s e k,0.0
1827.0,2020-03-17 02:00:00,,51.53,Electrónica,5.0,v s r y b j i g n q,0.0
1828.0,2020-03-17 03:00:00,Cliente_1827,,Hogar,uno,o c f c r t b h n w,0.0
1829.0,2020-03-17 04:00:00,Cliente_1828,800.73,Juguetes,tres,s e v c w c v u j h,0.0
,2020-03-17 05:00:00,Cliente_1829,299.89,Ropa,cinco,r w s n w o n z h a,0.0
1831.0,2020-03-17 06:00:00,Cliente_1830,980.17,Ropa,dos,t c i o b i h d v a,0.0
1832.0,2020-03-17 07:00:00,Cliente_1831,$605.86,Ropa,tres,u e y x m q m v n u,0.0
1833.0,,Cliente_1832,586.6,Electrónica,2.0,y q h w t u d l d h,0.0
1834.0,2020-03-17 09:00:00,Cliente_1833,750.59,Electrónica,tres,e p s l d b e h b h,0.0
1835.0,2020-03-17 10:00:00,Cliente_1834,813.65,Libros,4.0,p n u c t y x o w w,0.0
1836.0,2020-03-17 11:00:00,Cliente_1835,659.91,Hogar,5.0,c w l v k p z h r c,0.0
1837.0,2020-03-17 12:00:00,Cliente_1836,136.81,,2.0,e s c o b w k a r e,0.0
1838.0,2020-03-17 13:00:00,Cliente_1837,344.88,Juguetes,tres,a a y t o f k w a q,
1839.0,2020-03-17 14:00:00,Cliente_1838,$928.8,Ropa,dos,i e g n g s y o e k,0.0
1840.0,2020-03-17 15:00:00,Cliente_1839,$232.37,Electrónica,3.0,v e u t b l n l v t,0.0
1841.0,2020-03-17 16:00:00,Cliente_1840,378.45,Juguetes,tres,y w e o x w n x r w,0.0
1842.0,2020-03-17 17:00:00,Cliente_1841,$437.76,Juguetes,1.0,f v k t n q w z x t,0.0
1843.0,2020-03-17 18:00:00,Cliente_1842,445.01,Electrónica,1.0,t e l g o z c z e r,0.0
1844.0,2020-03-17 19:00:00,Cliente_1843,616.81,Hogar,1.0,u f f p c o n z j e,0.0
1845.0,2020-03-17 20:00:00,Cliente_1844,$943.65,Ropa,dos,t s b m s t y a y m,0.0
,2020-03-17 21:00:00,Cliente_1845,248.29 USD,Hogar,cuatro,k q k q j p a x n c,0.0
,2020-03-17 22:00:00,Cliente_1846,130.29 USD,,3.0,r g u q m l k l n c,0.0
1848.0,2020-03-17 23:00:00,Cliente_1847,205.5,Ropa,5.0,z k w q o h r e r z,0.0
1849.0,,Cliente_1848,888.06,Libros,1.0,v d k j y k j e w o,0.0
1850.0,2020-03-18 01:00:00,Cliente_1849,649.35,Juguetes,dos,c i f q p x e i p r,0.0
1851.0,2020-03-18 02:00:00,Cliente_1850,$293.05,Hogar,dos,q a l h d w a g m t,0.0
1852.0,2020-03-18 03:00:00,Cliente_1851,$817.79,Hogar,dos,k p z b l q m o o p,0.0
1853.0,2020-03-18 04:00:00,Cliente_1852,862.76 USD,Hogar,5.0,h r g j q o k b n u,0.0
1854.0,,Cliente_1853,848.05,Electrónica,5.0,u w c m h l y i k p,0.0
1855.0,2020-03-18 06:00:00,,$919.74,Juguetes,1.0,v c j u n g i u e q,0.0
1856.0,2020-03-18 07:00:00,Cliente_1855,259.72,Ropa,cinco,u w i e v z e d l k,0.0
1857.0,2020-03-18 08:00:00,Cliente_1856,757.49,Hogar,1.0,h p b v e n g n u a,0.0
1858.0,2020-03-18 09:00:00,Cliente_1857,$465.93,Hogar,cinco,w o e r b m r o g p,
1859.0,,Cliente_1858,843.58,Electrónica,5.0,m v t c j z g d y u,0.0
1860.0,2020-03-18 11:00:00,Cliente_1859,731.21,Ropa,cinco,x b f r s t k p w p,0.0
1861.0,2020-03-18 12:00:00,Cliente_1860,,Juguetes,1.0,q a z j h o t e l o,0.0
,2020-03-18 13:00:00,Cliente_1861,659.6,Libros,3.0,v z l o n m s a d m,0.0
1863.0,2020-03-18 14:00:00,,$185.65,Electrónica,1.0,k q a c t l x d g x,0.0
1864.0,2020-03-18 15:00:00,Cliente_1863,549.58,Juguetes,tres,h z d p b m r y o y,0.0
1865.0,2020-03-18 16:00:00,Cliente_1864,984.82,Libros,2.0,v j h b d u d x p l,0.0
1866.0,2020-03-18 17:00:00,Cliente_1865,938.01,Hogar,2.0,m i l e y e p i f q,
1867.0,,Cliente_1866,52.74,Hogar,1.0,r l a m m k o r i p,0.0
1868.0,2020-03-18 19:00:00,Cliente_1867,173.17,Ropa,3.0,p i c v g f a v z h,0.0
1869.0,2020-03-18 20:00:00,Cliente_1868,140.41,Libros,3.0,s f e v x b t k r y,0.0
,2020-03-18 21:00:00,Cliente_1869,728.72 USD,Hogar,tres,y b s m y q q m e u,0.0
1871.0,2020-03-18 22:00:00,Cliente_1870,819.61,Hogar,dos,n o g j i r o e p h,0.0
1872.0,2020-03-18 23:00:00,Cliente_1871,221.38,,1.0,r j s i k z i j c b,0.0
1873.0,2020-03-19 00:00:00,Cliente_1872,$510.79,Juguetes,cuatro,i b w b i c l h m t,0.0
1874.0,2020-03-19 01:00:00,Cliente_1873,842.3,Hogar,tres,q j d l n t t c u l,0.0
1875.0,2020-03-19 02:00:00,Cliente_1874,$735.47,Electrónica,3.0,j h u o f h x f i m,0.0
1876.0,2020-03-19 03:00:00,Cliente_1875,546.81,Electrónica,4.0,n f d f c u r g q x,0.0
1877.0,,Cliente_1876,594.44,,1.0,z l a m n e x b u m,0.0
1878.0,2020-03-19 05:00:00,Cliente_1877,$513.28,Libros,tres,m a v l i b e l h i,0.0
1879.0,2020-03-19 06:00:00,Cliente_1878,304.57,,1.0,r y s m u n c o c l,0.0
1880.0,2020-03-19 07:00:00,Cliente_1879,569.37,Electrónica,3.0,m h w m t l j e v p,0.0
1881.0,2020-03-19 08:00:00,Cliente_1880,692.0,Electrónica,5.0,b i f k p o x q l z,0.0
1882.0,2020-03-19 09:00:00,Cliente_1881,874.59,Juguetes,3.0,i p o u r c n o m p,0.0
1883.0,2020-03-19 10:00:00,Cliente_1882,$639.93,Libros,5.0,,0.0
,2020-03-19 11:00:00,Cliente_1883,763.51,Libros,1.0,e h h y u h t x r s,0.0
1885.0,2020-03-19 12:00:00,Cliente_1884,168.47 USD,Juguetes,3.0,,0.0
,2020-03-19 13:00:00,Cliente_1885,$466.94,Electrónica,2.0,y t v b d l p t p x,0.0
1887.0,2020-03-19 14:00:00,Cliente_1886,19.24,,2.0,v v v h o q x l c a,0.0
1888.0,2020-03-19 15:00:00,Cliente_1887,254.21,Electrónica,cuatro,i p h z y v u u f m,0.0
1889.0,2020-03-19 16:00:00,Cliente_1888,729.2,Libros,2.0,w n k n c s q f n t,0.0
1890.0,2020-03-19 17:00:00,,$991.89,Electrónica,cinco,w c c g z m o h x o,0.0
1891.0,2020-03-19 18:00:00,Cliente_1890,$108.19,Ropa,dos,x a u r w v o v v l,0.0
1892.0,2020-03-19 19:00:00,Cliente_1891,,Hogar,2.0,,0.0
1893.0,2020-03-19 20:00:00,Cliente_1892,802.07,,2.0,i n t t m t t r f r,0.0
1894.0,,Cliente_1893,212.0 USD,Juguetes,tres,a t d g p a y n w z,0.0
1895.0,2020-03-19 22:00:00,Cliente_1894,559.53,Hogar,4.0,h q i d s b b n v u,0.0
1896.0,2020-03-19 23:00:00,Cliente_1895,735.74,Juguetes,1.0,w s b i w h s f b i,
1897.0,2020-03-20 00:00:00,,619.83 USD,Juguetes,4.0,s u m j k x c r n p,0.0
1898.0,2020-03-20 01:00:00,Cliente_1897,196.14,,5.0,o f g q s q o z z v,0.0
1899.0,2020-03-20 02:00:00,,$361.83,Electrónica,tres,l j y l g q w v g m,0.0
1900.0,2020-03-20 03:00:00,Cliente_1899,785.95,Libros,3.0,,0.0
1901.0,2020-03-20 04:00:00,Cliente_1900,$558.68,Hogar,dos,g m l w o k t j a x,0.0
1902.0,2020-03-20 05:00:00,Cliente_1901,$15.18,Ropa,2.0,h n j g b s k a c z,0.0
1903.0,,Cliente_1902,$763.38,Libros,5.0,m y q f n v x k g z,0.0
1904.0,2020-03-20 07:00:00,Cliente_1903,$44.96,Electrónica,tres,z a r o d z a d k k,0.0
1905.0,2020-03-20 08:00:00,Cliente_1904,748.28,Juguetes,uno,y n c q r l n p p u,0.0
,2020-03-20 09:00:00,Cliente_1905,210.46,Ropa,cuatro,y o o b m g t x w q,0.0
1907.0,2020-03-20 10:00:00,Cliente_1906,958.49,Hogar,3.0,r a e n t h p l h i,0.0
,2020-03-20 11:00:00,Cliente_1907,374.26 USD,Libros,1.0,y c s v t n x d m l,0.0
1909.0,2020-03-20 12:00:00,Cliente_1908,333.66,Libros,uno,x a z u y z u t v v,0.0
,2020-03-20 13:00:00,Cliente_1909,157.4,Ropa,4.0,u t a h f n n b m o,0.0
1911.0,2020-03-20 14:00:00,Cliente_1910,312.55,Electrónica,1.0,l t z f g k t l v c,0.0
1912.0,2020-03-20 15:00:00,Cliente_1911,$877.88,Hogar,5.0,s p q c y f v w z e,0.0
1913.0,,Cliente_1912,996.37 USD,Ropa,uno,d d g e b g r e w x,0.0
1914.0,2020-03-20 17:00:00,Cliente_1913,374.63,Juguetes,5.0,p s j m a t b b r r,0.0
1915.0,2020-03-20 18:00:00,,$454.12,Hogar,1.0,,0.0
1916.0,2020-03-20 19:00:00,Cliente_1915,$724.85,Libros,,q c q d t o m p t m,0.0
,2020-03-20 20:00:00,Cliente_1916,,Ropa,1.0,t z w o f e c m h d,0.0
1918.0,2020-03-20 21:00:00,,597.11,Libros,cinco,h g x q f k c v b f,0.0
1919.0,,Cliente_1918,,Libros,1.0,,0.0
1920.0,2020-03-20 23:00:00,Cliente_1919,$418.5,Libros,1.0,d a p u g x k d o f,0.0
1921.0,2020-03-21 00:00:00,Cliente_1920,698.66,Electrónica,1.0,y p a m p a c g i u,0.0
1922.0,2020-03-21 01:00:00,Cliente_1921,13.19,Libros,cinco,z a l p c t a l e c,0.0
1923.0,2020-03-21 02:00:00,,623.39,Juguetes,1.0,o j b n w r m e a v,0.0
1924.0,,Cliente_1923,361.94,Juguetes,4.0,i x u t u z c e v z,0.0
1925.0,2020-03-21 04:00:00,Cliente_1924,$796.26,Hogar,cuatro,m a g g b z v t h u,0.0
1926.0,2020-03-21 05:00:00,Cliente_1925,102.06,Libros,5.0,x e d q a i f p t d,0.0
1927.0,2020-03-21 06:00:00,Cliente_1926,592.32,Libros,dos,t y s p h v u m e q,0.0
1928.0,2020-03-21 07:00:00,Cliente_1927,$486.16,Ropa,4.0,,0.0
1929.0,2020-03-21 08:00:00,Cliente_1928,645.9,Electrónica,3.0,s a z d y v j o c a,0.0
1930.0,2020-03-21 09:00:00,,74.21,Hogar,4.0,c o c y n x c u o k,0.0
1931.0,2020-03-21 10:00:00,Cliente_1930,584.18,Libros,3.0,t h p n k m l w z r,0.0
1932.0,2020-03-21 11:00:00,Cliente_1931,$565.87,Ropa,5.0,d m z x n h l a t l,0.0
1933.0,2020-03-21 12:00:00,Cliente_1932,565.05,Electrónica,2.0,r z z c a h w d l b,0.0
1934.0,2020-03-21 13:00:00,Cliente_1933,607.45,,3.0,k t t y t y f p s d,0.0
1935.0,2020-03-21 14:00:00,,679.7,Hogar,3.0,f i f o n h y b e f,0.0
1936.0,2020-03-21 15:00:00,Cliente_1935,806.94,,4.0,z k h e s a b e t m,0.0
1937.0,2020-03-21 16:00:00,Cliente_1936,,Hogar,3.0,y d a x a f f b a n,0.0
1938.0,2020-03-21 17:00:00,,826.8,Ropa,cinco,g h s k g c a n o u,0.0
1939.0,2020-03-21 18:00:00,Cliente_1938,503.27,Hogar,5.0,z d d u a y w j t q,0.0
1940.0,2020-03-21 19:00:00,Cliente_1939,86.29,Juguetes,5.0,v d m y t p n u s t,0.0
1941.0,2020-03-21 20:00:00,Cliente_1940,67.97,Ropa,4.0,q k o t h z y y w o,0.0
1942.0,2020-03-21 21:00:00,Cliente_1941,340.9,Electrónica,,m g g b x v z n r g,0.0
1943.0,2020-03-21 22:00:00,Cliente_1942,,Electrónica,cuatro,d c v y c c w i r o,0.0
1944.0,2020-03-21 23:00:00,Cliente_1943,710.6,,cinco,,0.0
1945.0,2020-03-22 00:00:00,Cliente_1944,790.73,Libros,4.0,a j i g k a i y p g,0.0
1946.0,2020-03-22 01:00:00,Cliente_1945,522.1,Juguetes,cinco,p s w l d b b d w s,0.0
1947.0,2020-03-22 02:00:00,Cliente_1946,$445.8,Electrónica,uno,v s o c n x q n p t,0.0
1948.0,,Cliente_1947,$155.98,Electrónica,1.0,z d x d n n b g i d,0.0
1949.0,2020-03-22 04:00:00,Cliente_1948,334.91,Electrónica,3.0,f x q f i y f z a h,0.0
1950.0,2020-03-22 05:00:00,Cliente_1949,439.68,Electrónica,dos,e c u y o i o r y q,0.0
1951.0,2020-03-22 06:00:00,Cliente_1950,97.71,Hogar,uno,u z i a r x c a m e,0.0
1952.0,2020-03-22 07:00:00,Cliente_1951,228.41,Ropa,5.0,b l a c o n l a s t,0.0
1953.0,2020-03-22 08:00:00,Cliente_1952,$602.24,Ropa,4.0,e z d t y l j d r g,0.0
1954.0,2020-03-22 09:00:00,Cliente_1953,$738.31,Juguetes,cuatro,n j m l t f v x x t,0.0
1955.0,2020-03-22 10:00:00,Cliente_1954,998.36,Hogar,3.0,i s z h e d l z w h,0.0
,2020-03-22 11:00:00,Cliente_1955,933.78,Electrónica,4.0,v a q i a m t q f t,0.0
,2020-03-22 12:00:00,Cliente_1956,646.14,Electrónica,uno,m d g o k m k e y t,0.0
1958.0,2020-03-22 13:00:00,Cliente_1957,427.04,Libros,4.0,t d l y k z n w s k,0.0
1959.0,2020-03-22 14:00:00,Cliente_1958,639.82,Libros,1.0,j s k d d z y q l z,0.0
1960.0,,Cliente_1959,787.8,Juguetes,uno,w l w h q m v r p q,0.0
1961.0,2020-03-22 16:00:00,Cliente_1960,127.15,Electrónica,2.0,j a z c n n m h d g,0.0
1962.0,2020-03-22 17:00:00,Cliente_1961,415.81,Juguetes,3.0,w v h h k t j d c c,0.0
1963.0,2020-03-22 18:00:00,Cliente_1962,$841.4,Hogar,5.0,u l g t j j o e z r,0.0
1964.0,,Cliente_1963,389.99,Ropa,1.0,h h v t c s m f o n,0.0
1965.0,2020-03-22 20:00:00,,$576.15,Electrónica,tres,m a r g f r u n w u,0.0
1966.0,2020-03-22 21:00:00,Cliente_1965,591.89,Hogar,5.0,s n h u n z k w a w,0.0
1967.0,2020-03-22 22:00:00,Cliente_1966,192.63,Electrónica,cuatro,v z e e w i r h u e,0.0
1968.0,2020-03-22 23:00:00,Cliente_1967,368.61,Libros,3.0,w d k i t n a y m c,0.0
1969.0,2020-03-23 00:00:00,Cliente_1968,341.17,Juguetes,3.0,s w k z f b s c l v,
1970.0,2020-03-23 01:00:00,Cliente_1969,35.93,Libros,tres,q x b c h y f x m d,0.0
1971.0,2020-03-23 02:00:00,Cliente_1970,33.95,Ropa,4.0,c r t p m q k u c q,0.0
,2020-03-23 03:00:00,Cliente_1971,$833.38,Libros,4.0,k y t y r q t b n c,0.0
1973.0,2020-03-23 04:00:00,Cliente_1972,280.34,Electrónica,tres,q v q v i j a d f l,0.0
1974.0,2020-03-23 05:00:00,Cliente_1973,$522.9,Libros,2.0,f n s a x o r v n a,0.0
1975.0,2020-03-23 06:00:00,Cliente_1974,305.74,Electrónica,uno,d m t s m y c a r c,0.0
1976.0,2020-03-23 07:00:00,Cliente_1975,$941.27,Ropa,4.0,q z e x r w p z g m,
1977.0,2020-03-23 08:00:00,Cliente_1976,$266.7,Libros,dos,d f i f l k w x a u,0.0
1978.0,2020-03-23 09:00:00,Cliente_1977,435.36,Juguetes,4.0,o r s j j w n a q r,0.0
1979.0,2020-03-23 10:00:00,Cliente_1978,874.0,,tres,h u d w z e v k a z,0.0
1980.0,2020-03-23 11:00:00,Cliente_1979,$843.51,Juguetes,dos,p t o w g r a u r j,0.0
1981.0,2020-03-23 12:00:00,Cliente_1980,194.24,Libros,cinco,l r g w x j t w d i,
1982.0,2020-03-23 13:00:00,Cliente_1981,804.62,Libros,uno,t v x v k a y f j z,0.0
1983.0,2020-03-23 14:00:00,Cliente_1982,463.61,Libros,1.0,y q t x e w s s q w,0.0
1984.0,2020-03-23 15:00:00,Cliente_1983,488.14,Electrónica,,p h w n f a x t p v,0.0
1985.0,2020-03-23 16:00:00,Cliente_1984,142.15,Ropa,1.0,v i f d j b m j u o,0.0
1986.0,2020-03-23 17:00:00,Cliente_1985,$89.8,Juguetes,cinco,k h s g r y w g o c,0.0
1987.0,2020-03-23 18:00:00,,730.66,Electrónica,2.0,i v w h m g z m v p,0.0
,2020-03-23 19:00:00,Cliente_1987,$501.5,Juguetes,2.0,l y i g i t x c o b,0.0
,2020-03-23 20:00:00,Cliente_1988,442.48,,3.0,l m u d p t m c j e,0.0
1990.0,2020-03-23 21:00:00,Cliente_1989,732.21,Libros,dos,,1.0
1991.0,2020-03-23 22:00:00,Cliente_1990,,,4.0,t z u k m d j l a f,0.0
1992.0,2020-03-23 23:00:00,Cliente_1991,167.32,Libros,cinco,v m j u t m z t m s,0.0
